timestamp,motion
20-10-2025 11:54,1
20-10-2025 11:54,0
20-10-2025 11:54,0
20-10-2025 11:54,0
20-10-2025 11:54,0
20-10-2025 11:54,0
20-10-2025 11:54,0
20-10-2025 11:54,0
20-10-2025 11:54,0
20-10-2025 11:54,0
20-10-2025 11:54,0
20-10-2025 11:54,0
20-10-2025 11:54,0
20-10-2025 11:54,0
20-10-2025 11:54,0
20-10-2025 11:54,0
20-10-2025 11:54,0
20-10-2025 11:54,0
20-10-2025 11:54,0
20-10-2025 11:54,0
20-10-2025 11:54,0
20-10-2025 11:54,0
20-10-2025 11:54,1
20-10-2025 11:55,0
20-10-2025 11:55,1
20-10-2025 11:55,0
20-10-2025 11:55,0
20-10-2025 11:55,1
20-10-2025 11:55,0
20-10-2025 11:55,0
20-10-2025 11:55,1
20-10-2025 11:55,1
20-10-2025 11:55,0
20-10-2025 11:55,0
20-10-2025 11:55,1
20-10-2025 11:55,0
20-10-2025 11:55,0
20-10-2025 11:55,1
20-10-2025 11:55,1
20-10-2025 11:55,0
20-10-2025 11:55,0
20-10-2025 11:55,0
20-10-2025 11:55,0
20-10-2025 11:55,1
20-10-2025 11:55,1
20-10-2025 11:55,1
20-10-2025 11:55,1
20-10-2025 11:55,1
20-10-2025 11:55,1
20-10-2025 11:55,1
20-10-2025 11:55,1
20-10-2025 11:55,1
20-10-2025 11:55,1
20-10-2025 11:56,1
20-10-2025 11:56,0
20-10-2025 11:56,0
20-10-2025 11:56,1
20-10-2025 11:56,1
20-10-2025 11:56,1
20-10-2025 11:56,0
20-10-2025 11:56,0
20-10-2025 11:56,1
20-10-2025 11:56,0
20-10-2025 11:56,0
20-10-2025 11:56,1
20-10-2025 11:56,0
20-10-2025 11:56,0
20-10-2025 11:56,0
20-10-2025 11:56,0
20-10-2025 11:56,0
20-10-2025 11:56,1
20-10-2025 11:56,0
20-10-2025 11:56,0
20-10-2025 11:56,1
20-10-2025 11:56,0
20-10-2025 11:56,0
20-10-2025 11:56,1
20-10-2025 11:56,0
20-10-2025 11:56,0
20-10-2025 11:56,0
20-10-2025 11:56,0
20-10-2025 11:56,0
20-10-2025 11:56,0
20-10-2025 11:57,0
20-10-2025 11:57,0
20-10-2025 11:57,0
20-10-2025 11:57,0
20-10-2025 11:57,1
20-10-2025 11:57,0
20-10-2025 11:57,0
20-10-2025 11:57,0
20-10-2025 11:57,0
20-10-2025 11:57,1
20-10-2025 11:57,0
20-10-2025 11:57,0
20-10-2025 11:57,0
20-10-2025 11:57,1
20-10-2025 11:57,0
20-10-2025 11:57,0
20-10-2025 11:57,0
20-10-2025 11:57,0
20-10-2025 11:57,1
20-10-2025 11:57,1
20-10-2025 11:57,1
20-10-2025 11:57,1
20-10-2025 11:57,1
20-10-2025 11:57,0
20-10-2025 11:57,0
20-10-2025 11:57,0
20-10-2025 11:57,0
20-10-2025 11:57,0
20-10-2025 11:57,1
20-10-2025 11:57,1
20-10-2025 11:58,0
20-10-2025 11:58,0
20-10-2025 11:58,0
20-10-2025 11:58,0
20-10-2025 11:58,0
20-10-2025 11:58,0
20-10-2025 11:58,0
20-10-2025 11:58,0
20-10-2025 11:58,1
20-10-2025 11:58,0
20-10-2025 11:58,0
20-10-2025 11:58,0
20-10-2025 11:58,1
20-10-2025 11:58,0
20-10-2025 11:58,0
20-10-2025 11:58,0
20-10-2025 11:58,0
20-10-2025 11:58,0
20-10-2025 11:58,0
20-10-2025 11:58,0
20-10-2025 11:58,0
20-10-2025 11:58,0
20-10-2025 11:58,0
20-10-2025 11:58,0
20-10-2025 11:58,0
20-10-2025 11:58,0
20-10-2025 11:58,0
