timestamp,device_id,temperature,humidity,motion,status,error_message
05-11-2025 16:34,weather_station_1,23.1,57.9,N/A,OK,-
05-11-2025 16:34,weather_station_1,25.3,87.9,N/A,OK,-
05-11-2025 16:34,weather_station_1,28.5,60.1,N/A,OK,-
05-11-2025 16:34,weather_station_1,24.3,63.3,N/A,OK,-
05-11-2025 16:34,weather_station_1,22.8,69.6,N/A,OK,-
05-11-2025 16:34,weather_station_1,25.9,40.6,N/A,OK,-
05-11-2025 16:34,weather_station_1,31.3,45.3,N/A,OK,-
05-11-2025 16:34,weather_station_1,28.8,48.4,N/A,OK,-
05-11-2025 16:34,weather_station_1,22,88.4,N/A,OK,-
05-11-2025 16:34,weather_station_1,25.3,47.2,N/A,OK,-
05-11-2025 16:34,weather_station_1,24.4,73.2,N/A,OK,-
05-11-2025 16:34,weather_station_1,26.8,84.1,N/A,OK,-
05-11-2025 16:34,weather_station_1,25.6,89.7,N/A,OK,-
05-11-2025 16:34,weather_station_1,22.8,49.3,N/A,OK,-
05-11-2025 16:34,weather_station_1,28.8,68.5,N/A,OK,-
05-11-2025 16:34,weather_station_1,23.2,73.1,N/A,OK,-
05-11-2025 16:34,weather_station_1,21.2,45.9,N/A,OK,-
05-11-2025 16:34,weather_station_1,22.7,63.8,N/A,OK,-
05-11-2025 16:34,weather_station_1,24.8,62.6,N/A,OK,-
05-11-2025 16:34,weather_station_1,23.5,73.3,N/A,OK,-
05-11-2025 16:34,weather_station_1,31.8,44.7,N/A,OK,-
05-11-2025 16:34,weather_station_1,26,60.3,N/A,OK,-
05-11-2025 16:34,weather_station_1,31.5,46.4,N/A,OK,-
05-11-2025 16:34,weather_station_1,28.4,64.2,N/A,OK,-
05-11-2025 16:34,weather_station_1,24,46.9,N/A,OK,-
05-11-2025 16:34,weather_station_1,20.1,51.8,N/A,OK,-
05-11-2025 16:34,weather_station_1,27.6,67.3,N/A,OK,-
05-11-2025 16:34,weather_station_1,25.9,50.5,N/A,OK,-
05-11-2025 16:34,weather_station_1,23.7,88.7,N/A,OK,-
05-11-2025 16:34,weather_station_1,20.5,77.9,N/A,OK,-
05-11-2025 16:34,weather_station_1,21.5,74.9,N/A,OK,-
05-11-2025 16:34,weather_station_1,25.3,74.1,N/A,OK,-
05-11-2025 16:34,weather_station_1,25.7,40.6,N/A,OK,-
05-11-2025 16:34,weather_station_1,29.9,74.7,N/A,OK,-
05-11-2025 16:34,weather_station_1,23.2,70.4,N/A,OK,-
05-11-2025 16:34,weather_station_1,24.2,46.8,N/A,OK,-
05-11-2025 16:34,weather_station_1,27.6,54.5,N/A,OK,-
05-11-2025 16:34,weather_station_1,32,75.8,N/A,OK,-
05-11-2025 16:34,weather_station_1,28.1,56.3,N/A,OK,-
05-11-2025 16:34,weather_station_1,27.3,87.7,N/A,OK,-
05-11-2025 16:34,weather_station_1,30.8,53,N/A,OK,-
05-11-2025 16:34,weather_station_1,29.9,76.4,N/A,OK,-
05-11-2025 16:34,weather_station_1,31.3,70,N/A,OK,-
05-11-2025 16:34,weather_station_1,27.2,51.5,N/A,OK,-
05-11-2025 16:34,weather_station_1,27.1,75.3,N/A,OK,-
05-11-2025 16:34,weather_station_1,26.4,64.7,N/A,OK,-
05-11-2025 16:34,weather_station_1,26.4,47.7,N/A,OK,-
05-11-2025 16:34,weather_station_1,24,57.1,N/A,OK,-
05-11-2025 16:34,weather_station_1,30.6,51.1,N/A,OK,-
05-11-2025 16:34,weather_station_1,26.9,66,N/A,OK,-
05-11-2025 16:34,weather_station_1,31.4,46.2,N/A,OK,-
05-11-2025 16:34,weather_station_1,21.1,85.1,N/A,OK,-
05-11-2025 16:34,weather_station_1,26.8,63.7,N/A,OK,-
05-11-2025 16:34,weather_station_1,28.6,45.8,N/A,OK,-
05-11-2025 16:34,weather_station_1,28.6,68.9,N/A,OK,-
05-11-2025 16:34,weather_station_1,29.3,50.9,N/A,OK,-
05-11-2025 16:34,weather_station_1,25.2,57.9,N/A,OK,-
05-11-2025 16:34,weather_station_1,21.6,88.3,N/A,OK,-
05-11-2025 16:34,weather_station_1,31.7,55.3,N/A,OK,-
05-11-2025 16:34,weather_station_1,29.5,86,N/A,OK,-
05-11-2025 16:34,weather_station_1,26.7,45.4,N/A,OK,-
05-11-2025 16:34,weather_station_1,25.5,47.5,N/A,OK,-
05-11-2025 16:34,weather_station_1,21.1,65.8,N/A,OK,-
05-11-2025 16:34,weather_station_1,28,50.2,N/A,OK,-
05-11-2025 16:34,weather_station_1,31.3,75.5,N/A,OK,-
05-11-2025 16:34,weather_station_1,25.8,51.6,N/A,OK,-
05-11-2025 16:34,weather_station_1,22.6,78.2,N/A,OK,-
05-11-2025 16:34,weather_station_1,23.3,73.7,N/A,OK,-
05-11-2025 16:34,weather_station_1,30.6,40.9,N/A,OK,-
05-11-2025 16:34,weather_station_1,22.9,59.7,N/A,OK,-
05-11-2025 16:34,weather_station_1,25.3,64.1,N/A,OK,-
05-11-2025 16:34,weather_station_1,20.5,73.4,N/A,OK,-
05-11-2025 16:34,weather_station_1,30.3,42.1,N/A,OK,-
05-11-2025 16:34,weather_station_1,31.5,84.5,N/A,OK,-
05-11-2025 16:34,weather_station_1,20.4,44.2,N/A,OK,-
05-11-2025 16:34,weather_station_1,31.4,82.5,N/A,OK,-
05-11-2025 16:34,weather_station_1,24.6,69.3,N/A,OK,-
05-11-2025 16:34,weather_station_1,31.4,87.2,N/A,OK,-
05-11-2025 16:34,weather_station_1,25.8,87.6,N/A,OK,-
05-11-2025 16:34,weather_station_1,27.7,58.8,N/A,OK,-
05-11-2025 16:34,weather_station_1,28.2,41.8,N/A,OK,-
05-11-2025 16:34,weather_station_1,31.9,74.6,N/A,OK,-
05-11-2025 16:34,weather_station_1,21.5,44.2,N/A,OK,-
05-11-2025 16:34,weather_station_1,29.3,46.3,N/A,OK,-
05-11-2025 16:34,weather_station_1,24.4,88.6,N/A,OK,-
05-11-2025 16:34,weather_station_1,23.6,75.5,N/A,OK,-
05-11-2025 16:34,weather_station_1,25.9,88.6,N/A,OK,-
05-11-2025 16:34,weather_station_1,29.4,65,N/A,OK,-
05-11-2025 16:34,weather_station_1,29.5,80.5,N/A,OK,-
05-11-2025 16:34,weather_station_1,23.2,75.2,N/A,OK,-
05-11-2025 16:34,weather_station_1,28.3,47.7,N/A,OK,-
05-11-2025 16:34,weather_station_1,21.7,83.7,N/A,OK,-
05-11-2025 16:34,weather_station_1,28.2,51.1,N/A,OK,-
05-11-2025 16:34,weather_station_1,29.7,47.8,N/A,OK,-
05-11-2025 16:34,weather_station_1,22.4,40,N/A,OK,-
05-11-2025 16:34,weather_station_1,21.1,78.8,N/A,OK,-
05-11-2025 16:34,weather_station_1,31.3,59.9,N/A,OK,-
05-11-2025 16:34,weather_station_1,30.2,84.5,N/A,OK,-
05-11-2025 16:34,weather_station_1,23.7,73.4,N/A,OK,-
05-11-2025 16:34,weather_station_1,30.2,70.3,N/A,OK,-
05-11-2025 16:34,weather_station_1,21.4,60.9,N/A,OK,-
05-11-2025 16:34,weather_station_1,25.9,72.6,N/A,OK,-
05-11-2025 16:34,weather_station_1,28.9,49.9,N/A,OK,-
05-11-2025 16:34,weather_station_1,23.1,64,N/A,OK,-
05-11-2025 16:34,weather_station_1,21.5,64.8,N/A,OK,-
05-11-2025 16:34,weather_station_1,29.9,53.1,N/A,OK,-
05-11-2025 16:34,weather_station_1,26.5,62.5,N/A,OK,-
05-11-2025 16:34,weather_station_1,23.7,61.8,N/A,OK,-
05-11-2025 16:34,weather_station_1,22.7,60.7,N/A,OK,-
05-11-2025 16:34,weather_station_1,27,76.1,N/A,OK,-
05-11-2025 16:34,weather_station_1,26.9,48.5,N/A,OK,-
05-11-2025 16:34,weather_station_1,21.8,60.6,N/A,OK,-
05-11-2025 16:34,weather_station_1,31,65.1,N/A,OK,-
05-11-2025 16:34,weather_station_1,25.3,41,N/A,OK,-
05-11-2025 16:34,weather_station_1,30.1,61.4,N/A,OK,-
05-11-2025 16:34,weather_station_1,20.2,40.6,N/A,OK,-
05-11-2025 16:34,weather_station_1,22.4,73,N/A,OK,-
05-11-2025 16:34,weather_station_1,28.2,77,N/A,OK,-
05-11-2025 16:34,weather_station_1,27.6,54.8,N/A,OK,-
05-11-2025 16:34,weather_station_1,21.5,42.5,N/A,OK,-
05-11-2025 16:34,weather_station_1,29.8,63.8,N/A,OK,-
05-11-2025 16:34,weather_station_1,21.6,59.7,N/A,OK,-
05-11-2025 16:34,weather_station_1,30.2,72.5,N/A,OK,-
05-11-2025 16:34,weather_station_1,25.2,72.7,N/A,OK,-
05-11-2025 16:34,weather_station_1,24.7,53.2,N/A,OK,-
05-11-2025 16:34,weather_station_1,29.8,71.2,N/A,OK,-
05-11-2025 16:34,weather_station_1,27.9,66.3,N/A,OK,-
05-11-2025 16:34,weather_station_1,29.9,62.9,N/A,OK,-
05-11-2025 16:34,weather_station_1,31.4,64.8,N/A,OK,-
05-11-2025 16:34,weather_station_1,28.7,69.5,N/A,OK,-
05-11-2025 16:34,weather_station_1,25.8,70.9,N/A,OK,-
05-11-2025 16:34,weather_station_1,30.1,49.8,N/A,OK,-
05-11-2025 16:34,weather_station_1,29.5,55.2,N/A,OK,-
05-11-2025 16:34,weather_station_1,26.1,59.7,N/A,OK,-
05-11-2025 16:34,weather_station_1,25.4,77.9,N/A,OK,-
05-11-2025 16:34,weather_station_1,21.3,49.2,N/A,OK,-
05-11-2025 16:34,weather_station_1,31.2,59.6,N/A,OK,-
05-11-2025 16:34,weather_station_1,30.5,78.9,N/A,OK,-
05-11-2025 16:34,weather_station_1,31.1,63.7,N/A,OK,-
05-11-2025 16:34,weather_station_1,31.3,52.3,N/A,OK,-
05-11-2025 16:34,weather_station_1,20.5,52.4,N/A,OK,-
05-11-2025 16:34,weather_station_1,25.4,72.9,N/A,OK,-
05-11-2025 16:34,weather_station_1,27.1,40.6,N/A,OK,-
05-11-2025 16:34,weather_station_1,25.9,48.7,N/A,OK,-
05-11-2025 16:34,weather_station_1,29.9,53.5,N/A,OK,-
05-11-2025 16:34,weather_station_1,24.4,76.8,N/A,OK,-
05-11-2025 16:34,weather_station_1,24.2,74.9,N/A,OK,-
05-11-2025 16:34,weather_station_1,28,73.7,N/A,OK,-
05-11-2025 16:34,weather_station_1,20.3,51.1,N/A,OK,-
05-11-2025 16:34,weather_station_1,23.6,66.7,N/A,OK,-
05-11-2025 16:34,weather_station_1,24.4,54.1,N/A,OK,-
05-11-2025 16:34,weather_station_1,27.6,62.8,N/A,OK,-
05-11-2025 16:34,weather_station_1,30.3,82,N/A,OK,-
05-11-2025 16:34,weather_station_1,23.2,84.5,N/A,OK,-
05-11-2025 16:34,weather_station_1,31.6,89,N/A,OK,-
05-11-2025 16:34,weather_station_1,29.7,40.5,N/A,OK,-
05-11-2025 16:34,weather_station_1,31.2,45.7,N/A,OK,-
05-11-2025 16:34,weather_station_1,20.2,73.6,N/A,OK,-
05-11-2025 16:34,weather_station_1,24.1,61.2,N/A,OK,-
05-11-2025 16:34,weather_station_1,31.8,51.7,N/A,OK,-
05-11-2025 16:34,weather_station_1,24.5,84.5,N/A,OK,-
05-11-2025 16:34,weather_station_1,30.5,82.8,N/A,OK,-
05-11-2025 16:34,weather_station_1,26.1,76.6,N/A,OK,-
05-11-2025 16:34,weather_station_1,20.7,78.1,N/A,OK,-
